ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Myxococcota	7370
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Synergistota	5516
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Campylobacterota	5109
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Acidobacteriota	3705
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Fusobacteriota	1787
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Thermotogota	700
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Nitrospirota	630
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Bdellovibrionota	469
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Candidatus	261
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Candidatus	45
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Candidatus	45
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Candidatus	21
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Deferribacterota	324
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Nitrospinota	295
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Aquificota	207
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Elusimicrobiota	191
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Chrysiogenota	149
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Calditrichota	135
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Coprothermobacterota	28
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Caldisericota	18
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Dictyoglomota	16
ERR1995217_mpa_pylum.mpa	d__Bacteria|p__Atribacterota	10
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Bacillota	1877514
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Mycoplasmatota	187927
ERR1995218_mpa_pylum.mpa	d__Bacteria|p__Actinomycetota	106379
